Account,Account_Title,Organization,Budget_Activity,Budget_Activity_Title,Line_Number,PE_BLI,Program_Element_Budget_Line_Item_BLI_Title,Include_In_TOA,FY_2025_Actuals,FY_2025_Reconciliation,FY_2025_Total,FY_2026_Discretionary_Enacted,FY_2026_PL_119_21_Spend_Plan,FY_2026_Total,FY_2027_Discretionary_Request,FY_2027_Mandatory_Request,FY_2027_Total,Classification
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,166,0605345A,Unmanned Aerial Systems Launched Effects Systems Development,Y,,,,357529,15000,372529,816433,,816433,U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,167,0605347A,Counter Unmanned Aerial Systems (UAS) Development,Y,,,,140400,,140400,359182,,359182,U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,168,0605450A,Joint Air-to-Ground Missile (JAGM),Y,2919,,2919,,,,,,,U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,169,0605457A,Army Integrated Air and Missile Defense (AIAMD),Y,566078,,566078,143446,,143446,126623,,126623,U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,170,0605531A,Counter - Small Unmanned Aircraft Systems Sys Dev & Demonstration,Y,57389,,57389,54078,,54078,695,,695,U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,172,0605625A,Manned Ground Vehicle,Y,481247,,481247,372096,,372096,290069,,290069,U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,173,0605766A,National Capabilities Integration (MIP),Y,16565,,16565,16913,,16913,17211,,17211,U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,174,0605812A,Joint Light Tactical Vehicle (JLTV) Engineering and Manufacturing Development Phase (EMD),Y,,,,,,,2749,,2749,U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,175,0605830A,Aviation Ground Support Equipment,Y,943,,943,930,,930,951,,951,U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,176,0303032A,TROJAN - RH12,Y,3930,,3930,3920,,3920,3946,,3946,U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,177,0303767A,AMBIT - Pre-Auctioned SRF,Y,2502,,2502,,,,,,,U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,178,0304270A,Electronic Warfare Development,Y,84560,,84560,127081,,127081,125301,,125301,U
2040A,"Research, Development, Test and Evaluation, Army",,05,System development and demonstration,999,9999999999,Classified Programs,Y,83136,,83136,117428,,117428,89121,,89121,U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,179,0604256A,Threat Simulator Development,Y,72696,,72696,74767,,74767,60233,,60233,U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,180,0604258A,Target Systems Development,Y,27212,,27212,26004,,26004,16488,,16488,U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,181,0604759A,Major T&E Investment,Y,100235,,100235,129527,184200,313727,106140,,106140,U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,182,0605103A,Rand Arroyo Center,Y,31144,,31144,10892,,10892,10737,,10737,U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,183,0605301A,Army Kwajalein Atoll,Y,351760,,351760,375226,223800,599026,7051,,7051,U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,184,0605326A,Concepts Experimentation Program,Y,77909,,77909,63606,,63606,55596,,55596,U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,185,0605502A,Small Business Innovative Research,Y,356228,,356228,,,,,,,U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,186,0605601A,Army Test Ranges and Facilities,Y,490192,,490192,436708,,436708,469723,,469723,U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,187,0605602A,Army Technical Test Instrumentation and Targets,Y,71303,,71303,67775,,67775,62303,,62303,U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,188,0605604A,Survivability/Lethality Analysis,Y,36815,,36815,31306,,31306,31283,,31283,U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,189,0605606A,Aircraft Certification,Y,2201,,2201,4887,,4887,1983,,1983,U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,190,0605706A,Materiel Systems Analysis,Y,23338,,23338,19100,,19100,19013,,19013,U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,191,0605709A,Exploitation of Foreign Items,Y,6245,,6245,6277,,6277,10481,,10481,U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,192,0605712A,Support of Operational Testing,Y,75146,,75146,63637,,63637,60733,,60733,U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,193,0605716A,Army Evaluation Center,Y,73220,,73220,62343,,62343,65565,,65565,U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,194,0605718A,Army Modeling & Sim X-Cmd Collaboration & Integ,Y,10846,,10846,11825,,11825,15608,,15608,U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,195,0605801A,Programwide Activities,Y,203513,,203513,54172,,54172,52978,,52978,U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,196,0605803A,Technical Information Activities,Y,31508,,31508,26592,,26592,27004,,27004,U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,197,0605805A,"Munitions Standardization, Effectiveness and Safety",Y,48913,,48913,46965,,46965,44851,,44851,U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,198,0605857A,Environmental Quality Technology Mgmt Support,Y,1598,,1598,2857,,2857,3256,,3256,U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,199,0605898A,Army Direct Report Headquarters - R&D - MHA,Y,59381,,59381,53436,,53436,54276,,54276,U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,200,0606002A,Ronald Reagan Ballistic Missile Defense Test Site,Y,70964,,70964,72302,,72302,118585,,118585,U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,201,0606003A,CounterIntel and Human Intel Modernization,Y,9574,,9574,5660,,5660,5802,,5802,U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,202,0606118A,AIAMD Software Development & Integration,Y,,,,368812,63000,431812,653653,,653653,U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,203,0606942A,Assessments and Evaluations Cyber Vulnerabilities,Y,10105,,10105,6354,,6354,6468,,6468,U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,204,0909999A,Financing for Cancelled Account Adjustments,Y,773,,773,,,,,,,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,205,0603778A,MLRS Product Improvement Program,Y,13670,,13670,14639,,14639,17780,,17780,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,206,0605024A,Anti-Tamper Technology Support,Y,7300,,7300,8449,,8449,6613,,6613,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,207,0607101A,Combating Weapons of Mass Destruction (CWMD) Product Improvement,Y,261,,261,115,,115,488,,488,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,208,0607131A,Weapons and Munitions Product Improvement Programs,Y,31285,,31285,80762,2400,83162,21553,,21553,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,209,0607136A,Blackhawk Product Improvement Program,Y,124047,,124047,123998,,123998,35147,,35147,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,210,0607137A,Chinook Product Improvement Program,Y,4640,,4640,25859,,25859,7277,,7277,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,211,0607139A,Improved Turbine Engine Program,Y,127582,,127582,175000,63000,238000,,,,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,212,0607143A,Unmanned Aircraft System Universal Products,Y,23643,,23643,,,,,,,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,213,0607145A,Apache Future Development,Y,7942,,7942,44371,,44371,30759,,30759,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,214,0607148A,AN/TPQ-53 Counterfire Target Acquisition Radar System,Y,51694,,51694,43054,,43054,90981,,90981,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,215,0607150A,Intel Cyber Development,Y,9753,,9753,13129,,13129,13694,,13694,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,216,0607212A,TENCAP Enhancements,Y,,,,,,,20982,,20982,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,217,0607313A,Electronic Warfare Development,Y,5559,,5559,,,,,,,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,219,0607665A,Family of Biometrics,Y,568,,568,1594,,1594,1640,,1640,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,220,0607865A,Patriot Product Improvement,Y,162309,,162309,179981,,179981,219046,,219046,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,221,0203728A,Joint Automated Deep Operation Coordination System (JADOCS),Y,26575,,26575,8424,,8424,11255,,11255,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,222,0203735A,Combat Vehicle Improvement Programs,Y,317214,,317214,739211,,739211,492364,,492364,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,223,0203743A,155mm Self-Propelled Howitzer Improvements,Y,39905,,39905,105410,,105410,,,,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,224,0203752A,Aircraft Engine Component Improvement Program,Y,142,,142,237,,237,239,,239,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,225,0203758A,Digitization,Y,1505,,1505,1013,,1013,1615,,1615,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,226,0203801A,Missile/Air Defense Product Improvement Program,Y,1456,,1456,1338,,1338,2054,,2054,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,227,0203802A,Other Missile Product Improvement Programs,Y,25843,,25843,,,,,,,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,228,0205412A,Environmental Quality Technology - Operational System Dev,Y,259,,259,,,,,,,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,229,0205778A,Guided Multiple-Launch Rocket System (GMLRS),Y,19838,,19838,33307,,33307,73639,,73639,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,232,0303140A,Information Systems Security Program,Y,15733,12294,28027,15040,,15040,15932,,15932,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,233,0303141A,Global Combat Support System,Y,2472,,2472,,,,,,,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,234,0303142A,SATCOM Ground Environment (SPACE),Y,25671,,25671,35720,,35720,4870,,4870,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,237,0305179A,Integrated Broadcast Service (IBS),Y,5701,,5701,6653,,6653,6870,,6870,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,238,0305219A,MQ-1 Gray Eagle UAV,Y,6681,,6681,3444,,3444,2590,,2590,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,239,0708045A,End Item Industrial Preparedness Activities,Y,84752,,84752,90842,,90842,68097,,68097,U
2040A,"Research, Development, Test and Evaluation, Army",,07,Operational system development,999,9999999999,Classified Programs,Y,32518,,32518,46872,,46872,47342,,47342,U
2040A,"Research, Development, Test and Evaluation, Army",A,08,Software and digital technology pilot programs,240,0608041A,Defensive CYBER - Software Prototype Development,Y,74548,,74548,89238,,89238,94095,,94095,U
0390D,"Chemical Agents and Munitions Destruction, Defense",A,02,"Research, Development, Test, and Evaluation",1,0708083D,Assembled Chemical Weapons Alternatives,N,754762,,754762,210039,,210039,55972,,55972,U
1319N,"Research, Development, Test and Evaluation, Navy",N,01,Basic research,1,0601103N,University Research Initiatives,Y,113248,,113248,68947,,68947,,,,U
1319N,"Research, Development, Test and Evaluation, Navy",N,01,Basic research,2,0601153N,Defense Research Sciences,Y,487237,,487237,527574,8000,535574,525399,,525399,U
1319N,"Research, Development, Test and Evaluation, Navy",N,02,Applied research,3,0602114N,Power Projection Applied Research,Y,24837,,24837,39323,,39323,38838,,38838,U
1319N,"Research, Development, Test and Evaluation, Navy",N,02,Applied research,4,0602123N,Force Protection Applied Research,Y,183150,,183150,243086,,243086,137779,,137779,U
1319N,"Research, Development, Test and Evaluation, Navy",N,02,Applied research,5,0602131M,Marine Corps Landing Force Technology,Y,56730,,56730,62108,,62108,57567,,57567,U
1319N,"Research, Development, Test and Evaluation, Navy",N,02,Applied research,6,0602235N,Common Picture Applied Research,Y,50260,,50260,70209,,70209,40433,,40433,U
1319N,"Research, Development, Test and Evaluation, Navy",N,02,Applied research,7,0602236N,Warfighter Sustainment Applied Research,Y,85865,,85865,118188,,118188,60350,,60350,U
